gender,birth_year,product_id,quantity,total_price,ordered_at
FEMALE,1999,1,5,949640.00,2022-02-08 04:35:19
MALE,2005,1,2,379856.00,2024-04-21 02:09:05
MALE,1973,1,3,569784.00,2020-08-12 18:22:55
MALE,1973,1,3,569784.00,2020-08-12 18:22:55
FEMALE,1985,1,1,189928.00,2023-10-23 02:31:26
FEMALE,1990,1,1,189928.00,2022-07-06 20:48:43
MALE,1979,1,4,759712.00,2023-04-18 11:23:29
MALE,2002,1,4,759712.00,2021-10-29 20:17:18
FEMALE,1983,1,1,189928.00,2024-01-20 00:26:14
FEMALE,1988,1,5,949640.00,2021-05-21 11:09:34
MALE,1974,1,3,569784.00,2022-09-02 12:09:47
MALE,1981,1,1,189928.00,2022-08-24 18:07:02
FEMALE,2008,1,3,569784.00,2021-06-24 18:42:30
FEMALE,1978,1,2,379856.00,2023-04-02 03:07:41
FEMALE,1986,1,5,949640.00,2020-08-31 13:19:56
FEMALE,1972,1,1,189928.00,2022-04-21 06:13:39
FEMALE,1991,1,2,379856.00,2024-04-02 15:05:32
FEMALE,2004,1,4,759712.00,2023-03-28 15:54:48
FEMALE,1978,1,5,949640.00,2023-07-25 12:42:22
FEMALE,2000,1,2,379856.00,2022-11-09 13:46:41
FEMALE,1974,1,2,379856.00,2021-06-04 03:28:59
MALE,1985,1,2,379856.00,2022-11-29 03:50:47
FEMALE,1971,1,4,759712.00,2023-04-06 15:03:14
FEMALE,2010,1,3,569784.00,2021-12-12 19:31:22
FEMALE,2008,1,1,189928.00,2024-01-08 05:40:45
FEMALE,1992,1,1,189928.00,2023-10-12 03:56:22
FEMALE,1999,1,3,569784.00,2022-06-23 20:35:27
FEMALE,2010,1,3,569784.00,2022-10-04 04:21:34
FEMALE,1986,1,1,189928.00,2021-06-29 05:21:15
MALE,1980,1,1,189928.00,2024-06-21 19:59:53
MALE,1980,1,5,949640.00,2020-06-29 13:41:52
FEMALE,1982,1,1,189928.00,2023-04-04 21:01:43
FEMALE,1970,1,4,759712.00,2022-05-05 14:29:18
FEMALE,1974,1,5,949640.00,2021-04-03 03:04:40
MALE,1998,1,2,379856.00,2024-05-23 17:57:40
MALE,1979,1,5,949640.00,2023-11-30 18:56:10
MALE,1991,1,3,569784.00,2024-01-27 13:36:15
MALE,2010,1,2,379856.00,2020-06-15 07:38:12
MALE,2004,1,5,949640.00,2023-06-22 10:38:48
MALE,1987,1,3,569784.00,2020-02-04 09:24:06
MALE,2010,1,2,379856.00,2020-04-14 19:52:26
MALE,1987,1,1,189928.00,2020-04-26 16:19:59
MALE,1986,1,3,569784.00,2024-05-11 12:56:18
MALE,1994,1,3,569784.00,2024-04-10 05:21:20
FEMALE,1982,1,3,569784.00,2022-12-30 22:32:39
MALE,1998,1,4,759712.00,2023-10-04 08:35:33
MALE,2006,1,2,379856.00,2023-08-27 21:55:59
MALE,1980,1,1,189928.00,2023-12-14 19:02:57
FEMALE,1971,1,4,759712.00,2023-04-11 10:12:55
MALE,2008,1,5,949640.00,2022-12-21 01:21:33
MALE,2005,1,5,949640.00,2024-04-07 03:27:47
FEMALE,2010,1,5,949640.00,2023-04-09 18:35:08
FEMALE,1979,1,2,379856.00,2021-05-10 01:13:43
FEMALE,1971,1,1,189928.00,2023-12-28 15:12:30
MALE,1980,1,2,379856.00,2023-12-26 12:11:19
MALE,2003,1,4,759712.00,2022-06-19 21:07:45
FEMALE,2008,1,2,379856.00,2021-02-26 18:34:21
MALE,1991,1,5,949640.00,2023-12-30 10:22:38
FEMALE,2007,1,1,189928.00,2021-05-21 06:02:43
FEMALE,1979,1,1,189928.00,2021-02-13 20:31:03
FEMALE,1997,1,2,379856.00,2024-04-10 12:22:18
MALE,1979,1,4,759712.00,2023-09-14 14:24:14
MALE,1979,1,5,949640.00,2023-07-28 13:11:43
MALE,1972,1,5,949640.00,2024-01-18 05:23:05
FEMALE,1970,1,3,569784.00,2024-02-04 18:52:41
MALE,1994,1,2,379856.00,2024-05-05 16:06:50
MALE,2005,1,1,189928.00,2024-04-05 05:51:04
FEMALE,1994,1,3,569784.00,2022-09-09 00:25:44
MALE,1978,1,5,949640.00,2021-04-04 03:40:37
MALE,2008,1,1,189928.00,2021-09-14 12:14:29
MALE,1979,1,3,569784.00,2022-07-19 09:53:43
MALE,2002,1,2,379856.00,2022-05-29 13:37:59
MALE,2008,1,1,189928.00,2024-03-16 08:42:13
FEMALE,2010,1,4,759712.00,2022-12-29 14:44:12
FEMALE,2003,1,5,949640.00,2022-09-23 00:56:41
MALE,1974,1,5,949640.00,2022-05-01 19:56:48
MALE,2008,1,2,379856.00,2023-05-07 02:20:34
FEMALE,1977,1,3,569784.00,2022-01-22 01:55:09
FEMALE,1986,1,5,949640.00,2022-05-24 07:27:42
FEMALE,2009,1,5,949640.00,2023-08-06 15:33:51
MALE,1997,1,5,949640.00,2024-01-24 14:43:01
FEMALE,1972,1,3,569784.00,2021-02-26 20:49:28
FEMALE,1982,1,3,569784.00,2022-11-19 15:09:44
MALE,1990,1,3,569784.00,2024-01-13 08:41:19
MALE,1979,1,4,759712.00,2023-03-29 20:40:01
FEMALE,1983,1,1,189928.00,2024-06-23 21:01:28
MALE,1983,1,2,379856.00,2021-01-29 01:39:32
MALE,1979,1,2,379856.00,2022-06-11 16:30:43
FEMALE,2009,1,3,569784.00,2023-07-24 11:36:17
MALE,2008,1,3,569784.00,2023-09-01 15:58:56
FEMALE,1983,1,1,189928.00,2023-11-03 18:40:41
FEMALE,1972,1,2,379856.00,2023-04-24 04:19:55
FEMALE,2009,1,3,569784.00,2023-07-28 02:57:13
MALE,1998,1,4,759712.00,2024-05-22 20:52:13
MALE,2005,1,3,569784.00,2024-04-14 15:32:45
FEMALE,2004,1,4,759712.00,2023-04-17 11:30:34
FEMALE,2007,1,4,759712.00,2020-12-06 13:36:40
FEMALE,1999,1,4,759712.00,2022-11-23 14:33:13
MALE,1991,1,5,949640.00,2023-11-30 03:58:35
MALE,2002,1,1,189928.00,2022-04-06 07:30:33
MALE,1997,1,3,569784.00,2023-03-28 23:16:29
FEMALE,2000,1,5,949640.00,2020-06-04 19:36:27
MALE,1987,1,4,759712.00,2020-04-24 18:48:46
FEMALE,1970,1,5,949640.00,2024-03-07 00:55:48
MALE,1981,1,3,569784.00,2023-02-07 11:24:04
FEMALE,2003,1,4,759712.00,2022-08-09 06:20:44
FEMALE,1978,1,4,759712.00,2023-01-09 11:49:08
FEMALE,1994,1,4,759712.00,2023-03-23 22:56:49
FEMALE,1983,1,5,949640.00,2023-11-25 18:51:04
FEMALE,2003,1,3,569784.00,2021-08-01 03:24:12
FEMALE,1974,1,1,189928.00,2021-09-18 02:43:03
MALE,2010,1,3,569784.00,2020-08-10 02:58:57
FEMALE,1972,1,4,759712.00,2023-12-24 00:10:32
MALE,2008,1,4,759712.00,2022-08-14 06:09:23
FEMALE,1986,1,3,569784.00,2020-07-05 02:36:31
MALE,2006,1,1,189928.00,2023-09-20 14:04:00
MALE,1986,1,4,759712.00,2022-01-11 22:02:10
MALE,1983,1,5,949640.00,2021-02-09 15:48:10
FEMALE,1993,1,1,189928.00,2023-09-07 14:31:16
MALE,1990,1,5,949640.00,2024-07-07 06:03:01
MALE,2001,1,3,569784.00,2021-02-14 20:00:38
FEMALE,2001,1,1,189928.00,2021-12-31 13:46:10
FEMALE,1982,1,3,569784.00,2021-12-04 17:08:49
MALE,2008,1,1,189928.00,2023-10-15 18:11:57
FEMALE,1972,1,3,569784.00,2024-03-26 00:56:13
MALE,1986,1,2,379856.00,2022-10-24 15:11:12
FEMALE,1990,1,4,759712.00,2022-04-15 06:46:07
FEMALE,1971,1,1,189928.00,2023-12-23 16:19:35
FEMALE,2009,1,5,949640.00,2023-05-07 04:30:06
FEMALE,1970,1,5,949640.00,2022-06-15 01:45:17
MALE,1990,1,2,379856.00,2021-09-18 20:21:30
MALE,2003,1,5,949640.00,2021-11-17 16:26:57
MALE,2003,1,2,379856.00,2021-11-17 16:26:57
MALE,2003,1,5,949640.00,2022-01-08 20:47:10
FEMALE,1972,1,2,379856.00,2022-08-26 01:41:00
MALE,1992,1,3,569784.00,2022-03-19 11:22:58
FEMALE,2001,1,4,759712.00,2022-04-07 22:51:22
MALE,2004,1,3,569784.00,2023-06-06 10:06:52
FEMALE,1999,1,1,189928.00,2021-02-27 00:17:37
FEMALE,1999,1,5,949640.00,2021-02-27 00:17:37
FEMALE,2004,1,1,189928.00,2023-01-17 01:37:34
FEMALE,1971,1,1,189928.00,2023-08-19 18:17:52
MALE,1991,1,4,759712.00,2023-11-11 09:44:02
FEMALE,1982,1,5,949640.00,2021-07-13 20:35:38
MALE,1973,1,4,759712.00,2021-09-08 19:53:01
FEMALE,1997,1,1,189928.00,2023-10-05 09:01:39
MALE,1979,1,3,569784.00,2022-12-21 15:45:42
MALE,2003,1,1,189928.00,2022-01-04 15:55:21
FEMALE,2004,1,4,759712.00,2023-03-26 12:40:36
MALE,1972,1,1,189928.00,2024-03-03 20:17:27
FEMALE,1971,1,4,759712.00,2023-12-24 14:26:41
MALE,1980,1,1,189928.00,2024-03-02 05:00:38
FEMALE,2010,1,5,949640.00,2023-06-06 01:48:01
MALE,2003,1,3,569784.00,2021-11-13 19:59:09
FEMALE,1978,1,1,189928.00,2023-09-30 14:56:22
MALE,1979,1,1,189928.00,2023-01-16 11:20:15
FEMALE,1972,1,5,949640.00,2023-01-24 14:33:07
FEMALE,1996,1,3,569784.00,2021-11-09 23:42:51
MALE,1988,1,1,189928.00,2024-02-23 14:25:01
MALE,1979,1,4,759712.00,2023-09-19 20:26:17
MALE,1974,1,3,569784.00,2022-11-15 16:53:28
FEMALE,2008,1,1,189928.00,2024-01-05 05:33:01
FEMALE,2010,1,1,189928.00,2023-04-26 05:59:21
MALE,1978,1,5,949640.00,2021-05-13 00:15:49
FEMALE,1993,1,3,569784.00,2023-09-06 04:24:34
MALE,1987,1,4,759712.00,2020-03-23 18:03:15
MALE,1973,1,3,569784.00,2021-07-23 15:56:02
FEMALE,2004,1,2,379856.00,2023-08-20 17:37:11
FEMALE,1991,1,5,949640.00,2024-03-22 03:46:21
MALE,2002,1,3,569784.00,2022-03-11 00:08:09
MALE,1998,1,1,189928.00,2023-07-25 18:51:32
MALE,1974,1,2,379856.00,2022-07-31 19:42:06
MALE,1986,1,3,569784.00,2021-10-06 06:11:43
FEMALE,1972,1,5,949640.00,2022-03-22 02:10:45
MALE,2008,1,3,569784.00,2022-06-25 15:07:39
FEMALE,1999,1,4,759712.00,2020-09-26 22:05:18
MALE,2002,1,4,759712.00,2022-03-18 22:41:44
MALE,1981,1,2,379856.00,2023-04-21 07:30:00
FEMALE,1970,1,1,189928.00,2024-02-29 06:24:40
MALE,1998,1,4,759712.00,2024-05-17 12:41:26
FEMALE,1970,1,1,189928.00,2024-03-22 08:26:07
FEMALE,2003,1,3,569784.00,2023-04-26 19:44:08
FEMALE,1978,1,2,379856.00,2023-10-13 20:01:59
FEMALE,2008,1,2,379856.00,2022-07-13 15:42:07
FEMALE,2007,1,2,379856.00,2024-04-28 18:27:44
MALE,1979,1,2,379856.00,2022-09-18 18:14:21
MALE,1994,1,3,569784.00,2024-03-11 06:41:12
MALE,2010,1,4,759712.00,2020-05-07 20:21:58
MALE,1986,1,1,189928.00,2022-01-21 14:25:11
FEMALE,1978,1,4,759712.00,2023-08-18 17:27:37
FEMALE,1994,1,3,569784.00,2023-06-11 02:21:01
MALE,1979,1,3,569784.00,2024-04-13 22:17:32
FEMALE,1994,1,3,569784.00,2023-11-13 05:27:31
FEMALE,2007,1,4,759712.00,2021-04-27 01:37:45
MALE,1973,1,3,569784.00,2021-02-13 00:49:20
FEMALE,2001,1,1,189928.00,2021-12-24 12:01:51
MALE,2004,1,5,949640.00,2023-03-23 12:34:48
MALE,1973,1,4,759712.00,2020-06-23 08:03:15
MALE,1973,1,2,379856.00,2020-06-23 08:03:15
FEMALE,1992,1,5,949640.00,2024-03-22 04:14:32
MALE,1983,1,2,379856.00,2023-08-19 08:19:50
MALE,1997,1,2,379856.00,2022-06-25 20:25:02
FEMALE,1983,1,1,189928.00,2024-06-24 09:44:59
MALE,1994,1,2,379856.00,2024-01-10 08:00:27
MALE,1992,1,4,759712.00,2022-03-21 12:44:19
MALE,1978,1,4,759712.00,2021-01-28 03:16:11
FEMALE,1997,1,4,759712.00,2024-05-07 21:09:11
FEMALE,1971,1,5,949640.00,2023-03-26 08:04:55
FEMALE,1982,1,4,759712.00,2023-04-07 03:15:57
MALE,1998,1,1,189928.00,2024-05-17 12:20:23
MALE,1990,1,2,379856.00,2021-12-25 09:27:25
MALE,1988,1,4,759712.00,2023-07-04 21:50:20
FEMALE,1997,1,2,379856.00,2024-05-08 06:21:42
MALE,1987,1,1,189928.00,2020-03-20 02:28:23
MALE,1978,1,4,759712.00,2021-11-04 15:49:54
MALE,1989,1,5,949640.00,2022-10-19 04:49:42
FEMALE,1970,1,3,569784.00,2024-02-20 03:20:41
FEMALE,1971,1,4,759712.00,2023-08-22 05:49:23
FEMALE,2004,1,4,759712.00,2023-05-25 04:42:45
FEMALE,1993,1,5,949640.00,2023-09-09 00:52:58
FEMALE,2008,1,3,569784.00,2022-02-14 19:32:38
MALE,1994,1,5,949640.00,2024-06-01 10:22:18
FEMALE,1990,1,2,379856.00,2024-03-28 20:55:13
FEMALE,1982,1,3,569784.00,2022-11-06 22:53:42
MALE,1989,1,5,949640.00,2020-12-19 20:38:58
MALE,2004,1,5,949640.00,2023-03-14 04:35:11
FEMALE,1970,1,4,759712.00,2024-02-21 19:15:01
MALE,1972,1,5,949640.00,2024-03-15 08:12:50
MALE,1987,1,5,949640.00,2020-04-20 03:43:19
MALE,1983,1,3,569784.00,2023-07-05 23:31:40
MALE,2010,1,5,949640.00,2020-07-13 16:01:12
MALE,1990,1,1,189928.00,2021-12-18 05:07:37
MALE,2008,1,2,379856.00,2024-02-04 20:15:46
MALE,1986,1,1,189928.00,2023-10-04 21:48:56
MALE,1980,1,2,379856.00,2020-08-11 10:33:34
MALE,2002,1,3,569784.00,2022-06-15 00:03:17
MALE,1985,1,3,569784.00,2022-02-15 17:16:19
FEMALE,1985,1,2,379856.00,2023-12-23 00:43:35
MALE,2002,1,5,949640.00,2021-10-28 07:42:20
MALE,1986,1,3,569784.00,2023-01-10 10:05:41
FEMALE,1990,1,4,759712.00,2022-06-08 22:00:15
MALE,1992,1,3,569784.00,2022-03-15 07:58:22
FEMALE,1992,1,2,379856.00,2023-07-21 16:43:35
MALE,1992,1,2,379856.00,2023-03-11 01:45:09
MALE,1988,1,1,189928.00,2023-03-02 22:32:29
FEMALE,2007,1,2,379856.00,2023-05-13 15:48:15
FEMALE,1978,1,4,759712.00,2023-11-03 11:05:09
MALE,2005,1,2,379856.00,2020-08-08 03:08:08
FEMALE,1972,1,1,189928.00,2022-07-30 17:39:13
FEMALE,1997,1,5,949640.00,2023-12-30 16:22:03
MALE,2001,1,4,759712.00,2021-09-14 08:42:38
MALE,1986,1,4,759712.00,2022-07-28 13:21:02
MALE,1992,1,3,569784.00,2023-10-15 13:09:31
FEMALE,1996,1,1,189928.00,2021-11-06 13:41:51
FEMALE,2007,1,3,569784.00,2024-05-02 22:54:56
FEMALE,1994,1,3,569784.00,2021-08-05 03:10:30
FEMALE,1982,1,4,759712.00,2023-01-22 07:12:41
FEMALE,1999,1,1,189928.00,2020-08-31 01:44:32
FEMALE,1999,1,2,379856.00,2022-05-27 07:37:19
MALE,1983,1,3,569784.00,2023-06-25 12:42:09
FEMALE,1970,1,3,569784.00,2024-03-01 08:09:17
MALE,1992,1,1,189928.00,2023-06-08 02:58:17
MALE,2005,1,2,379856.00,2024-04-20 07:54:02
MALE,2008,1,4,759712.00,2020-08-08 20:48:37
MALE,1973,1,1,189928.00,2023-01-10 06:47:08
FEMALE,2001,1,4,759712.00,2022-01-03 20:42:11
MALE,1989,1,1,189928.00,2020-12-14 10:17:49
FEMALE,2004,1,3,569784.00,2020-12-20 03:16:32
MALE,1986,1,4,759712.00,2022-06-08 02:10:57
MALE,2008,1,3,569784.00,2021-07-08 20:14:03
FEMALE,1982,1,1,189928.00,2023-10-30 06:36:12
FEMALE,1997,1,1,189928.00,2024-01-17 10:55:27
FEMALE,1997,1,4,759712.00,2024-01-17 10:55:27
FEMALE,1983,1,4,759712.00,2023-09-18 23:06:32
MALE,1973,1,2,379856.00,2022-10-13 05:51:46
FEMALE,2010,1,2,379856.00,2023-08-07 09:30:33
MALE,2002,1,5,949640.00,2022-03-24 20:11:10
MALE,1979,1,5,949640.00,2023-05-20 23:28:22
MALE,1979,1,1,189928.00,2024-04-30 08:42:43
FEMALE,1972,1,1,189928.00,2021-10-26 00:05:12
MALE,2008,1,2,379856.00,2024-05-10 14:14:02
FEMALE,2004,1,2,379856.00,2023-04-06 06:29:33
FEMALE,1983,1,5,949640.00,2024-06-25 19:37:24
MALE,2008,1,1,189928.00,2024-05-10 10:09:40
MALE,2008,1,3,569784.00,2023-04-24 05:20:37
FEMALE,1997,1,1,189928.00,2023-11-15 20:23:44
FEMALE,2008,1,3,569784.00,2023-10-03 08:29:36
FEMALE,1977,1,4,759712.00,2021-11-13 01:00:19
MALE,2002,1,1,189928.00,2022-04-25 12:23:38
FEMALE,1982,1,3,569784.00,2021-07-10 19:54:21
MALE,1973,1,5,949640.00,2023-02-05 05:08:59
MALE,1989,1,2,379856.00,2020-12-10 22:20:25
FEMALE,2004,1,1,189928.00,2021-08-29 05:46:52
FEMALE,2010,1,4,759712.00,2023-02-01 22:02:32
MALE,1979,1,5,949640.00,2022-10-05 04:45:16
MALE,1988,1,2,379856.00,2023-07-21 05:52:22
MALE,1974,1,5,949640.00,2021-05-29 16:50:40
FEMALE,1974,1,5,949640.00,2021-05-06 06:02:12
MALE,1980,1,4,759712.00,2020-09-13 19:42:41
MALE,1970,1,3,569784.00,2023-05-23 11:10:56
FEMALE,1970,1,2,379856.00,2022-06-03 11:47:10
FEMALE,2010,1,4,759712.00,2023-02-04 13:24:11
MALE,1989,1,4,759712.00,2020-10-24 07:25:31
MALE,2003,1,4,759712.00,2021-08-01 03:50:28
FEMALE,1983,1,1,189928.00,2023-08-25 20:38:09
FEMALE,1970,1,2,379856.00,2022-11-10 20:33:37
FEMALE,1990,1,1,189928.00,2022-03-30 03:00:28
MALE,1983,1,1,189928.00,2021-02-08 14:08:54
FEMALE,2008,1,5,949640.00,2023-12-29 07:03:05
FEMALE,1982,1,4,759712.00,2023-02-21 08:02:51
MALE,1988,1,5,949640.00,2023-02-28 08:27:21
